l_orderkey | l_partkey | l_suppkey | l_linenumber | l_quantity | l_extendedprice | l_discount | l_tax | l_returnflag | l_linestatus | l_shipdate | l_commitdate | l_receiptdate | l_shipinstruct | l_shipmode | l_comment
70915 | 80028 | 2537 | 3 | 27 | 27216.54 | 0.00 | 0.02 | N | O | 1998-01-22 | 1998-03-27 | 1998-01-29 | NONE | TRUCK | ress alongs
71619 | 25031 | 36 | 1 | 48 | 45889.44 | 0.10 | 0.02 | N | O | 1998-01-22 | 1998-02-02 | 1998-01-29 | TAKE BACK RETURN | SHIP | p blithely. final packa
77602 | 95364 | 7874 | 4 | 10 | 13593.6 | 0.10 | 0.02 | N | O | 1998-01-22 | 1997-12-15 | 1998-01-29 | NONE | RAIL | ckly final
79813 | 198091 | 3130 | 3 | 19 | 22592.71 | 0.09 | 0.07 | N | O | 1998-01-22 | 1998-01-27 | 1998-02-16 | DELIVER IN PERSON | RAIL |  slyly pending deposits cajol
80706 | 3839 | 3840 | 2 | 3 | 5228.49 | 0.02 | 0.06 | N | O | 1998-01-22 | 1998-03-14 | 1998-02-03 | TAKE BACK RETURN | FOB | furiously ironic excuses. foxes affi
84835 | 12875 | 2876 | 1 | 4 | 7151.48 | 0.07 | 0.05 | N | O | 1998-01-22 | 1998-01-08 | 1998-01-25 | COLLECT COD | SHIP | accounts wake
85316 | 48095 | 600 | 1 | 1 | 1043.09 | 0.00 | 0.01 | N | O | 1998-01-22 | 1998-01-30 | 1998-01-23 | TAKE BACK RETURN | MAIL | quests haggle along the
93223 | 56574 | 9080 | 4 | 8 | 12244.56 | 0.00 | 0.03 | N | O | 1998-01-22 | 1998-03-26 | 1998-01-26 | COLLECT COD | SHIP |  requests. final, furious instructions w
97760 | 84373 | 1898 | 2 | 25 | 33934.25 | 0.05 | 0.00 | N | O | 1998-01-22 | 1997-12-05 | 1998-02-09 | DELIVER IN PERSON | AIR | pinto beans engage slyly. r
97859 | 24878 | 9883 | 1 | 1 | 1802.87 | 0.03 | 0.04 | N | O | 1998-01-22 | 1997-11-20 | 1998-02-19 | COLLECT COD | RAIL | g to the slyly regular ideas. blithely b
5857 | 92862 | 5372 | 6 | 49 | 90888.14 | 0.00 | 0.04 | N | O | 1998-01-23 | 1997-12-12 | 1998-01-28 | DELIVER IN PERSON | REG AIR | egular pinto beans
7168 | 106876 | 6877 | 1 | 13 | 24477.31 | 0.00 | 0.02 | N | O | 1998-01-23 | 1998-01-24 | 1998-02-10 | COLLECT COD | SHIP | . packages haggle slyly a
12036 | 134528 | 2068 | 5 | 7 | 10937.64 | 0.03 | 0.05 | N | O | 1998-01-23 | 1998-03-03 | 1998-02-21 | COLLECT COD | TRUCK | ntegrate slyly alongside of the c
12839 | 163996 | 6513 | 1 | 26 | 53559.74 | 0.05 | 0.01 | N | O | 1998-01-23 | 1998-03-12 | 1998-02-08 | COLLECT COD | RAIL | gly bold accoun
13029 | 31315 | 3819 | 5 | 44 | 54837.64 | 0.03 | 0.04 | N | O | 1998-01-23 | 1997-12-21 | 1998-02-06 | NONE | AIR |  dependencies. deposits ab
14656 | 59539 | 9540 | 1 | 21 | 31469.13 | 0.09 | 0.00 | N | O | 1998-01-23 | 1997-12-23 | 1998-02-15 | DELIVER IN PERSON | AIR | lar deposits. fluffily regular accounts w
16263 | 98589 | 3608 | 3 | 31 | 49214.98 | 0.10 | 0.06 | N | O | 1998-01-23 | 1997-12-21 | 1998-02-02 | NONE | RAIL | ess packages are sheaves. quickly un
16292 | 162389 | 2390 | 5 | 49 | 71117.62 | 0.01 | 0.01 | N | O | 1998-01-23 | 1998-01-16 | 1998-01-29 | DELIVER IN PERSON | FOB | carefully above the 
16769 | 168485 | 3518 | 4 | 45 | 69906.6 | 0.05 | 0.00 | N | O | 1998-01-23 | 1997-12-02 | 1998-01-26 | COLLECT COD | RAIL | sual pinto beans cajole slowly furiously
17412 | 135968 | 995 | 2 | 34 | 68134.64 | 0.10 | 0.05 | N | O | 1998-01-23 | 1998-01-18 | 1998-02-14 | DELIVER IN PERSON | AIR | lly bold Tiresias. fluf
17603 | 36247 | 3757 | 3 | 26 | 30764.24 | 0.10 | 0.03 | N | O | 1998-01-23 | 1998-03-15 | 1998-02-10 | COLLECT COD | REG AIR | quickly final acco
20423 | 39594 | 9595 | 2 | 39 | 59810.01 | 0.10 | 0.03 | N | O | 1998-01-23 | 1998-01-03 | 1998-02-22 | NONE | AIR | grate furiously again
20423 | 132501 | 7528 | 4 | 12 | 18402 | 0.01 | 0.01 | N | O | 1998-01-23 | 1998-02-03 | 1998-02-11 | DELIVER IN PERSON | SHIP |  carefully re
21858 | 15356 | 5357 | 2 | 33 | 41954.55 | 0.06 | 0.07 | N | O | 1998-01-23 | 1997-12-16 | 1998-02-20 | TAKE BACK RETURN | TRUCK | ar, pending packages caj
28997 | 137469 | 2496 | 1 | 23 | 34648.58 | 0.05 | 0.07 | N | O | 1998-01-23 | 1997-12-24 | 1998-02-05 | COLLECT COD | RAIL | express foxes use ironic depos
30212 | 71610 | 9132 | 1 | 22 | 34795.42 | 0.06 | 0.03 | N | O | 1998-01-23 | 1998-01-28 | 1998-02-14 | DELIVER IN PERSON | MAIL | fully unusual pinto beans d
37057 | 5718 | 719 | 1 | 41 | 66572.11 | 0.06 | 0.00 | N | O | 1998-01-23 | 1998-04-10 | 1998-02-22 | COLLECT COD | SHIP | cuses sleep 
40674 | 23792 | 3793 | 2 | 6 | 10294.74 | 0.01 | 0.02 | N | O | 1998-01-23 | 1997-12-04 | 1998-02-09 | COLLECT COD | SHIP | along the express ideas boost b
42791 | 59288 | 4299 | 1 | 21 | 26192.88 | 0.06 | 0.06 | N | O | 1998-01-23 | 1998-03-08 | 1998-01-26 | NONE | RAIL | s. furious
42978 | 71581 | 1582 | 2 | 43 | 66760.94 | 0.10 | 0.00 | N | O | 1998-01-23 | 1997-12-29 | 1998-01-27 | TAKE BACK RETURN | SHIP | telets sleep blithely whith
44327 | 41286 | 1287 | 2 | 34 | 41727.52 | 0.09 | 0.05 | N | O | 1998-01-23 | 1998-02-22 | 1998-01-26 | DELIVER IN PERSON | FOB | ns sleep blithely
46532 | 199575 | 4614 | 3 | 7 | 11721.99 | 0.05 | 0.07 | N | O | 1998-01-23 | 1998-02-05 | 1998-02-06 | COLLECT COD | SHIP | unts behind the quickly unusual packag
48004 | 137436 | 2463 | 3 | 46 | 67777.78 | 0.01 | 0.06 | N | O | 1998-01-23 | 1998-03-08 | 1998-02-22 | DELIVER IN PERSON | TRUCK | ing to the bold, final ideas. carefu
49254 | 63513 | 3514 | 2 | 20 | 29530.2 | 0.06 | 0.05 | N | O | 1998-01-23 | 1998-03-02 | 1998-01-30 | COLLECT COD | FOB | e furiously car
52483 | 99239 | 6767 | 3 | 46 | 56958.58 | 0.07 | 0.05 | N | O | 1998-01-23 | 1997-11-12 | 1998-02-15 | TAKE BACK RETURN | RAIL | sits above the caref
53058 | 58314 | 5830 | 2 | 8 | 10178.48 | 0.08 | 0.00 | N | O | 1998-01-23 | 1998-04-08 | 1998-02-09 | TAKE BACK RETURN | FOB | es-- furiously final requests across t
55104 | 99612 | 4631 | 2 | 30 | 48348.3 | 0.06 | 0.01 | N | O | 1998-01-23 | 1998-03-09 | 1998-02-21 | DELIVER IN PERSON | SHIP | es cajole along the furiously ironic
57255 | 58972 | 1478 | 1 | 23 | 44412.31 | 0.07 | 0.02 | N | O | 1998-01-23 | 1997-12-12 | 1998-02-14 | NONE | MAIL | furious accounts. fluff
59488 | 60872 | 5885 | 2 | 36 | 65983.32 | 0.04 | 0.03 | N | O | 1998-01-23 | 1997-11-20 | 1998-01-24 | COLLECT COD | TRUCK | excuses. slyly even packages
62817 | 46753 | 9258 | 7 | 21 | 35694.75 | 0.02 | 0.05 | N | O | 1998-01-23 | 1997-12-01 | 1998-01-26 | COLLECT COD | AIR | l, express dependencies are. th
65027 | 16738 | 9240 | 6 | 44 | 72808.12 | 0.05 | 0.00 | N | O | 1998-01-23 | 1997-12-16 | 1998-01-26 | TAKE BACK RETURN | TRUCK | uriously speci
67749 | 172209 | 4727 | 5 | 48 | 61497.6 | 0.07 | 0.04 | N | O | 1998-01-23 | 1998-01-29 | 1998-01-27 | NONE | RAIL | kly. sly deposits use s
69317 | 126074 | 1099 | 1 | 9 | 9900.63 | 0.01 | 0.06 | N | O | 1998-01-23 | 1997-11-22 | 1998-01-24 | COLLECT COD | MAIL | egular requests. blithely final ideas hag
69958 | 26691 | 6692 | 1 | 42 | 67942.98 | 0.00 | 0.08 | N | O | 1998-01-23 | 1998-02-05 | 1998-02-15 | TAKE BACK RETURN | REG AIR | usual packages are slyly after th
79138 | 185866 | 8385 | 2 | 12 | 23422.32 | 0.04 | 0.08 | N | O | 1998-01-23 | 1997-12-27 | 1998-01-24 | TAKE BACK RETURN | RAIL | hy excuses. quickly
80258 | 182849 | 2850 | 3 | 37 | 71478.08 | 0.00 | 0.02 | N | O | 1998-01-23 | 1998-01-09 | 1998-02-07 | COLLECT COD | REG AIR | e accounts-- qu
80516 | 58062 | 3073 | 5 | 16 | 16320.96 | 0.01 | 0.02 | N | O | 1998-01-23 | 1998-01-27 | 1998-02-03 | TAKE BACK RETURN | REG AIR | ily ironic frays haggle blith
91205 | 59838 | 4849 | 2 | 11 | 19776.13 | 0.05 | 0.05 | N | O | 1998-01-23 | 1997-12-12 | 1998-02-17 | COLLECT COD | TRUCK | the furiously even platelets 
92033 | 72479 | 7494 | 2 | 47 | 68219.09 | 0.09 | 0.08 | N | O | 1998-01-23 | 1997-12-16 | 1998-02-11 | COLLECT COD | REG AIR | ests wake furiously into the 
95171 | 14542 | 4543 | 1 | 41 | 59718.14 | 0.03 | 0.07 | N | O | 1998-01-23 | 1998-02-13 | 1998-02-22 | DELIVER IN PERSON | SHIP | fts against the carefully ironic r
3937 | 192002 | 7041 | 6 | 6 | 6564 | 0.00 | 0.00 | N | O | 1998-01-24 | 1998-02-13 | 1998-01-27 | DELIVER IN PERSON | FOB | into beans. slyly silent orbits alongside o
5857 | 117998 | 510 | 4 | 12 | 24191.88 | 0.03 | 0.08 | N | O | 1998-01-24 | 1997-12-27 | 1998-02-10 | TAKE BACK RETURN | AIR | counts. express, final
8804 | 176743 | 9261 | 4 | 43 | 78248.82 | 0.01 | 0.08 | N | O | 1998-01-24 | 1998-01-04 | 1998-02-15 | DELIVER IN PERSON | MAIL | eposits. even theodolites boost. fluffily 
14304 | 79941 | 9942 | 3 | 30 | 57628.2 | 0.06 | 0.00 | N | O | 1998-01-24 | 1998-01-19 | 1998-02-10 | COLLECT COD | SHIP | efully even packages sleep slyl
16769 | 168497 | 8498 | 6 | 5 | 7827.45 | 0.06 | 0.02 | N | O | 1998-01-24 | 1997-11-19 | 1998-02-07 | TAKE BACK RETURN | AIR | ions cajole slyly. furiou
16833 | 121897 | 6922 | 5 | 14 | 26864.46 | 0.03 | 0.00 | N | O | 1998-01-24 | 1998-01-05 | 1998-02-10 | COLLECT COD | REG AIR | nusual requ
17029 | 184137 | 1692 | 3 | 29 | 35412.77 | 0.10 | 0.08 | N | O | 1998-01-24 | 1998-01-01 | 1998-02-09 | DELIVER IN PERSON | RAIL | equests nag quickly ironic accounts. i
20640 | 78557 | 8558 | 5 | 47 | 72170.85 | 0.00 | 0.02 | N | O | 1998-01-24 | 1998-02-17 | 1998-01-30 | NONE | AIR | deposits. final foxes wak
25730 | 169314 | 1831 | 1 | 23 | 31816.13 | 0.09 | 0.06 | N | O | 1998-01-24 | 1997-11-12 | 1998-02-14 | TAKE BACK RETURN | AIR | to the stealthily even fo
27814 | 178373 | 3408 | 4 | 43 | 62408.91 | 0.00 | 0.07 | N | O | 1998-01-24 | 1998-01-18 | 1998-01-30 | NONE | TRUCK | e furiously notornis! quic
27942 | 172264 | 2265 | 7 | 17 | 22716.42 | 0.01 | 0.01 | N | O | 1998-01-24 | 1998-01-17 | 1998-02-19 | NONE | FOB | as sleep according to the blithely f
28548 | 161009 | 6042 | 6 | 43 | 46010 | 0.09 | 0.03 | N | O | 1998-01-24 | 1998-03-01 | 1998-02-01 | COLLECT COD | MAIL | l ideas doze quickly ac
31591 | 94685 | 9704 | 6 | 13 | 21835.84 | 0.09 | 0.05 | N | O | 1998-01-24 | 1998-01-17 | 1998-02-08 | DELIVER IN PERSON | TRUCK | packages. p
33379 | 154497 | 9528 | 1 | 16 | 24823.84 | 0.05 | 0.04 | N | O | 1998-01-24 | 1998-02-04 | 1998-02-04 | DELIVER IN PERSON | REG AIR | sits haggle slyly quickly 
34759 | 33362 | 8369 | 2 | 29 | 37565.44 | 0.01 | 0.05 | N | O | 1998-01-24 | 1997-12-30 | 1998-01-31 | TAKE BACK RETURN | REG AIR | nic, speci
36228 | 46485 | 3998 | 2 | 16 | 22903.68 | 0.01 | 0.08 | N | O | 1998-01-24 | 1998-02-15 | 1998-01-27 | TAKE BACK RETURN | SHIP | etly final deposits. iron
36545 | 64055 | 1574 | 6 | 13 | 13247.65 | 0.10 | 0.06 | N | O | 1998-01-24 | 1998-01-06 | 1998-01-29 | DELIVER IN PERSON | RAIL |  furiously final accounts are. ironic, spec
40743 | 108753 | 6284 | 4 | 6 | 10570.5 | 0.07 | 0.02 | N | O | 1998-01-24 | 1998-01-18 | 1998-02-11 | DELIVER IN PERSON | TRUCK | ctions. furiously pending foxes use quick
42404 | 126363 | 3900 | 1 | 11 | 15282.96 | 0.02 | 0.07 | N | O | 1998-01-24 | 1997-11-13 | 1998-02-05 | DELIVER IN PERSON | TRUCK |  ironic packages hag
42434 | 22142 | 9649 | 2 | 3 | 3192.42 | 0.01 | 0.06 | N | O | 1998-01-24 | 1998-03-28 | 1998-01-25 | DELIVER IN PERSON | AIR |  accounts above the 
45152 | 168525 | 8526 | 6 | 45 | 71708.4 | 0.10 | 0.07 | N | O | 1998-01-24 | 1997-12-29 | 1998-01-28 | NONE | FOB | sits! unus
45795 | 3050 | 5551 | 4 | 47 | 44793.35 | 0.10 | 0.02 | N | O | 1998-01-24 | 1998-03-12 | 1998-01-28 | COLLECT COD | AIR |  carefully final deposits. carefully reg
46278 | 125407 | 5408 | 4 | 28 | 40107.2 | 0.10 | 0.02 | N | O | 1998-01-24 | 1997-12-27 | 1998-02-02 | COLLECT COD | SHIP | gle around the quickly final theodolites. r
47074 | 168630 | 8631 | 2 | 25 | 42465.75 | 0.01 | 0.02 | N | O | 1998-01-24 | 1998-01-28 | 1998-01-30 | NONE | SHIP | are carefu
52033 | 9495 | 6996 | 2 | 42 | 58988.58 | 0.02 | 0.02 | N | O | 1998-01-24 | 1997-12-24 | 1998-02-14 | COLLECT COD | MAIL | oach slyly after the accounts. furiousl
56517 | 7429 | 2430 | 1 | 13 | 17373.46 | 0.00 | 0.02 | N | O | 1998-01-24 | 1997-12-02 | 1998-02-11 | COLLECT COD | REG AIR | ckly idle dependencies. acc
57184 | 147950 | 2979 | 4 | 1 | 1997.95 | 0.00 | 0.05 | N | O | 1998-01-24 | 1998-04-16 | 1998-02-19 | DELIVER IN PERSON | RAIL | ly about the thinly sil
57255 | 129278 | 4303 | 2 | 4 | 5229.08 | 0.02 | 0.04 | N | O | 1998-01-24 | 1997-11-22 | 1998-02-07 | TAKE BACK RETURN | AIR |  carefully pending tithes cajole furio
58437 | 11707 | 1708 | 1 | 1 | 1618.7 | 0.09 | 0.07 | N | O | 1998-01-24 | 1998-01-05 | 1998-02-04 | COLLECT COD | SHIP |  slow pinto beans. ironic, 
58945 | 157540 | 56 | 1 | 33 | 52718.82 | 0.01 | 0.06 | N | O | 1998-01-24 | 1997-12-18 | 1998-02-12 | COLLECT COD | MAIL | ts. excuses int
59398 | 64848 | 7355 | 1 | 18 | 32631.12 | 0.02 | 0.05 | N | O | 1998-01-24 | 1998-03-02 | 1998-02-11 | COLLECT COD | MAIL | ess platelets. enticing ideas cajole q
65217 | 64399 | 9412 | 3 | 2 | 2726.78 | 0.08 | 0.01 | N | O | 1998-01-24 | 1998-01-02 | 1998-02-20 | NONE | FOB | ly alongside of the notornis. fluffily pend
66016 | 77838 | 2853 | 4 | 29 | 52659.07 | 0.04 | 0.08 | N | O | 1998-01-24 | 1998-02-17 | 1998-01-26 | DELIVER IN PERSON | REG AIR | uests after the furiously unusual dep
67301 | 66080 | 8587 | 2 | 8 | 8368.64 | 0.09 | 0.02 | N | O | 1998-01-24 | 1997-12-23 | 1998-01-27 | COLLECT COD | REG AIR | ly along the quickly express 
69024 | 160086 | 7635 | 5 | 37 | 42404.96 | 0.01 | 0.01 | N | O | 1998-01-24 | 1997-12-10 | 1998-01-28 | COLLECT COD | REG AIR | structions cajole sometime
70373 | 1197 | 1198 | 2 | 45 | 49418.55 | 0.09 | 0.08 | N | O | 1998-01-24 | 1998-01-12 | 1998-01-29 | TAKE BACK RETURN | TRUCK | gle furiously against the caref
71204 | 14056 | 4057 | 3 | 39 | 37831.95 | 0.02 | 0.00 | N | O | 1998-01-24 | 1998-02-05 | 1998-01-27 | COLLECT COD | AIR | nding requests sleep regular, unusual
72067 | 116196 | 8708 | 1 | 39 | 47275.41 | 0.09 | 0.02 | N | O | 1998-01-24 | 1997-11-13 | 1998-02-22 | TAKE BACK RETURN | SHIP | ronic platelets. slyly pending instruc
72962 | 179495 | 9496 | 2 | 11 | 17319.39 | 0.03 | 0.07 | N | O | 1998-01-24 | 1998-03-04 | 1998-02-04 | TAKE BACK RETURN | TRUCK | ost furiously after t
75777 | 185629 | 5630 | 3 | 13 | 22290.06 | 0.03 | 0.08 | N | O | 1998-01-24 | 1998-01-23 | 1998-02-13 | DELIVER IN PERSON | SHIP | hely regular, quiet ideas: fluffil
76326 | 21507 | 4010 | 2 | 6 | 8571 | 0.00 | 0.03 | N | O | 1998-01-24 | 1998-01-30 | 1998-02-15 | COLLECT COD | FOB | ges across the careful
76801 | 43023 | 536 | 2 | 17 | 16422.34 | 0.04 | 0.01 | N | O | 1998-01-24 | 1997-11-08 | 1998-01-30 | NONE | SHIP | the slyly regular packag
78819 | 61082 | 1083 | 6 | 2 | 2086.16 | 0.09 | 0.02 | N | O | 1998-01-24 | 1997-12-29 | 1998-02-08 | NONE | REG AIR |  haggle slyly regular re
80741 | 101152 | 8683 | 1 | 41 | 47279.15 | 0.01 | 0.03 | N | O | 1998-01-24 | 1998-01-13 | 1998-02-12 | NONE | RAIL | ar dependencies. blithely stealthy pack
81056 | 185379 | 2934 | 6 | 28 | 41002.36 | 0.05 | 0.01 | N | O | 1998-01-24 | 1997-11-16 | 1998-01-26 | COLLECT COD | SHIP | ymptotes are furiously fluff
81127 | 137922 | 7923 | 5 | 30 | 58797.6 | 0.07 | 0.05 | N | O | 1998-01-24 | 1998-04-08 | 1998-02-17 | DELIVER IN PERSON | REG AIR | uriously regular somas use qu
82881 | 23246 | 753 | 4 | 28 | 32738.72 | 0.03 | 0.08 | N | O | 1998-01-24 | 1998-01-10 | 1998-02-04 | COLLECT COD | AIR | c, special instructions was blithely acc
85927 | 111701 | 1702 | 1 | 11 | 18839.7 | 0.02 | 0.07 | N | O | 1998-01-24 | 1998-02-05 | 1998-02-04 | DELIVER IN PERSON | REG AIR | e carefully fluffy packages. c
88069 | 117229 | 9741 | 4 | 50 | 62311 | 0.09 | 0.01 | N | O | 1998-01-24 | 1998-03-05 | 1998-01-31 | COLLECT COD | AIR | quests sleep fluffily abo
92454 | 1171 | 1172 | 1 | 21 | 22515.57 | 0.02 | 0.08 | N | O | 1998-01-24 | 1997-12-01 | 1998-01-30 | COLLECT COD | FOB | nic instructions dazzle carefu
94085 | 183402 | 5921 | 1 | 27 | 40105.8 | 0.09 | 0.02 | N | O | 1998-01-24 | 1998-03-08 | 1998-01-28 | DELIVER IN PERSON | RAIL | gainst the f
95909 | 182528 | 2529 | 2 | 7 | 11273.64 | 0.04 | 0.03 | N | O | 1998-01-24 | 1997-12-16 | 1998-02-02 | COLLECT COD | TRUCK | uests are furiously bold, 
97825 | 51854 | 1855 | 4 | 4 | 7223.4 | 0.09 | 0.08 | N | O | 1998-01-24 | 1998-01-27 | 1998-02-14 | COLLECT COD | REG AIR | , regular platelets haggle ca
97859 | 78617 | 3632 | 5 | 39 | 62228.79 | 0.05 | 0.02 | N | O | 1998-01-24 | 1997-12-19 | 1998-02-01 | NONE | REG AIR |  across the careful
5413 | 125457 | 5458 | 1 | 48 | 71157.6 | 0.02 | 0.08 | N | O | 1998-01-25 | 1997-11-20 | 1998-02-22 | COLLECT COD | SHIP |  theodolites. furiously ironic instr
8134 | 89814 | 7339 | 2 | 23 | 41487.63 | 0.05 | 0.04 | N | O | 1998-01-25 | 1998-01-18 | 1998-02-19 | TAKE BACK RETURN | FOB | ve the bold, s
8737 | 96761 | 6762 | 2 | 2 | 3515.52 | 0.08 | 0.05 | N | O | 1998-01-25 | 1998-02-07 | 1998-02-19 | DELIVER IN PERSON | RAIL | eans sleep quickly for the accounts
10532 | 168858 | 1375 | 5 | 23 | 44317.55 | 0.10 | 0.05 | N | O | 1998-01-25 | 1998-01-13 | 1998-01-30 | DELIVER IN PERSON | REG AIR | cajole. always final de
13510 | 97091 | 7092 | 3 | 16 | 17409.44 | 0.01 | 0.05 | N | O | 1998-01-25 | 1997-11-18 | 1998-01-30 | COLLECT COD | REG AIR | es use blithely after the cl
14880 | 180186 | 2705 | 5 | 13 | 16460.34 | 0.01 | 0.03 | N | O | 1998-01-25 | 1998-02-12 | 1998-02-01 | NONE | REG AIR | dencies. bli
17605 | 159246 | 1762 | 5 | 30 | 39157.2 | 0.02 | 0.03 | N | O | 1998-01-25 | 1998-03-13 | 1998-02-09 | COLLECT COD | FOB | lites affix around the blithely bo
21280 | 12066 | 9570 | 3 | 36 | 35210.16 | 0.04 | 0.05 | N | O | 1998-01-25 | 1998-01-31 | 1998-02-19 | DELIVER IN PERSON | AIR | icing requests about the blithely r
25409 | 187569 | 2606 | 1 | 15 | 24848.4 | 0.10 | 0.08 | N | O | 1998-01-25 | 1997-11-23 | 1998-02-22 | TAKE BACK RETURN | FOB | fluffily requests. slyly bold exc
28352 | 176186 | 3738 | 3 | 45 | 56798.1 | 0.09 | 0.03 | N | O | 1998-01-25 | 1998-03-19 | 1998-02-24 | COLLECT COD | AIR | tions. even id
28930 | 160400 | 5433 | 5 | 24 | 35049.6 | 0.04 | 0.08 | N | O | 1998-01-25 | 1998-01-13 | 1998-02-11 | COLLECT COD | RAIL | ntegrate. ironic, regular accounts sleep.
28930 | 76435 | 8943 | 7 | 13 | 18348.59 | 0.05 | 0.03 | N | O | 1998-01-25 | 1998-02-14 | 1998-02-02 | NONE | TRUCK | as cajole blithely ironic, 
33286 | 144079 | 1622 | 2 | 40 | 44922.8 | 0.00 | 0.00 | N | O | 1998-01-25 | 1998-02-12 | 1998-02-22 | NONE | REG AIR | ges sleep c
33829 | 107393 | 9904 | 3 | 3 | 4201.17 | 0.05 | 0.04 | N | O | 1998-01-25 | 1997-12-31 | 1998-02-10 | NONE | SHIP | braids wake furiously furiously pending 
35140 | 104980 | 1 | 4 | 13 | 25804.74 | 0.02 | 0.00 | N | O | 1998-01-25 | 1997-12-31 | 1998-02-07 | COLLECT COD | FOB |  packages are sly
35718 | 18473 | 5977 | 6 | 32 | 44527.04 | 0.07 | 0.06 | N | O | 1998-01-25 | 1997-12-20 | 1998-02-17 | NONE | RAIL |  final packages about the e
37221 | 8522 | 8523 | 1 | 5 | 7152.6 | 0.07 | 0.05 | N | O | 1998-01-25 | 1997-12-29 | 1998-02-05 | TAKE BACK RETURN | MAIL | uickly about the instructi
40674 | 197779 | 299 | 5 | 12 | 22521.24 | 0.05 | 0.01 | N | O | 1998-01-25 | 1997-12-04 | 1998-02-17 | COLLECT COD | REG AIR | y even orbits; pinto beans are be
41733 | 101071 | 1072 | 1 | 14 | 15008.98 | 0.04 | 0.03 | N | O | 1998-01-25 | 1998-01-14 | 1998-02-10 | TAKE BACK RETURN | RAIL | yly regular idea
43234 | 2487 | 9988 | 2 | 24 | 33347.52 | 0.09 | 0.01 | N | O | 1998-01-25 | 1998-01-10 | 1998-01-29 | TAKE BACK RETURN | MAIL | s. fluffily b
44838 | 53802 | 6308 | 1 | 49 | 86034.2 | 0.01 | 0.00 | N | O | 1998-01-25 | 1997-12-13 | 1998-01-26 | COLLECT COD | TRUCK | ins. sometimes regular requests boost sl
49574 | 131174 | 8714 | 1 | 34 | 40975.78 | 0.08 | 0.07 | N | O | 1998-01-25 | 1998-03-08 | 1998-02-15 | DELIVER IN PERSON | SHIP | ross the acco
50241 | 166278 | 6279 | 2 | 20 | 26885.4 | 0.04 | 0.08 | N | O | 1998-01-25 | 1998-02-03 | 1998-02-11 | NONE | REG AIR | ending accounts. regular deposits are
50241 | 149646 | 9647 | 4 | 10 | 16956.4 | 0.04 | 0.06 | N | O | 1998-01-25 | 1998-01-31 | 1998-02-17 | NONE | AIR | cuses; furiously unusual depo
50241 | 149439 | 9440 | 7 | 3 | 4465.29 | 0.04 | 0.00 | N | O | 1998-01-25 | 1998-02-15 | 1998-01-31 | DELIVER IN PERSON | REG AIR | ages boost. sly foxes haggle daringly pen
53569 | 190050 | 51 | 1 | 47 | 53582.35 | 0.00 | 0.00 | N | O | 1998-01-25 | 1997-11-12 | 1998-02-23 | TAKE BACK RETURN | REG AIR | eans. reques
53575 | 26453 | 3960 | 2 | 16 | 22071.2 | 0.03 | 0.00 | N | O | 1998-01-25 | 1998-01-08 | 1998-02-09 | NONE | RAIL |  platelets haggle furiously among the q
56066 | 28592 | 8593 | 2 | 13 | 19767.67 | 0.02 | 0.00 | N | O | 1998-01-25 | 1998-02-26 | 1998-02-15 | NONE | REG AIR | ular accounts cajole furiously. fu
56736 | 23057 | 3058 | 4 | 18 | 17640.9 | 0.07 | 0.06 | N | O | 1998-01-25 | 1998-04-03 | 1998-01-27 | TAKE BACK RETURN | MAIL |  regular ac
59811 | 72787 | 309 | 1 | 4 | 7039.12 | 0.10 | 0.05 | N | O | 1998-01-25 | 1998-03-20 | 1998-02-01 | NONE | RAIL | to the iron
60391 | 191403 | 1404 | 3 | 6 | 8966.4 | 0.08 | 0.04 | N | O | 1998-01-25 | 1997-11-05 | 1998-01-30 | DELIVER IN PERSON | AIR |  furiously. furiously
63106 | 194202 | 4203 | 2 | 45 | 58329 | 0.06 | 0.07 | N | O | 1998-01-25 | 1998-01-09 | 1998-01-27 | TAKE BACK RETURN | SHIP |  asymptotes. fluffily silent req
69601 | 155045 | 7561 | 4 | 4 | 4400.16 | 0.00 | 0.01 | N | O | 1998-01-25 | 1997-12-18 | 1998-02-11 | TAKE BACK RETURN | RAIL | ost fluffi
80480 | 95010 | 2538 | 2 | 19 | 19095.19 | 0.04 | 0.06 | N | O | 1998-01-25 | 1998-03-19 | 1998-02-08 | COLLECT COD | TRUCK | c platelets affix 
82341 | 98092 | 8093 | 5 | 19 | 20711.71 | 0.00 | 0.01 | N | O | 1998-01-25 | 1998-01-18 | 1998-02-11 | DELIVER IN PERSON | SHIP | al pinto beans haggle carefully
84162 | 54048 | 6554 | 5 | 8 | 8016.32 | 0.02 | 0.02 | N | O | 1998-01-25 | 1998-03-29 | 1998-01-26 | DELIVER IN PERSON | AIR | o the requests. s
85159 | 30018 | 2522 | 3 | 17 | 16116.17 | 0.01 | 0.04 | N | O | 1998-01-25 | 1998-01-14 | 1998-01-30 | NONE | SHIP | nst the fluffily bold packages are about th
87904 | 127959 | 7960 | 6 | 22 | 43712.9 | 0.01 | 0.07 | N | O | 1998-01-25 | 1998-01-16 | 1998-01-27 | NONE | SHIP |  alongside of the even as
88515 | 23223 | 8228 | 1 | 13 | 14900.86 | 0.01 | 0.02 | N | O | 1998-01-25 | 1998-04-05 | 1998-02-03 | DELIVER IN PERSON | AIR | ions are slyly. carefully sly requests us
